,state,county,candidate,party,total_votes,won,votes,DEM_fraction
11270,Minnesota,Hennepin County,Joe Biden,DEM,532623,True,755969,0.7045566683289923
11281,Minnesota,Houston County,Joe Biden,DEM,4853,False,11440,0.42421328671328673
11291,Minnesota,Hubbard County,Joe Biden,DEM,4462,False,12965,0.344157346702661
11301,Minnesota,Isanti County,Joe Biden,DEM,7138,False,24235,0.2945327006395709
11311,Minnesota,Itasca County,Joe Biden,DEM,10786,False,26561,0.4060841082790558
11321,Minnesota,Jackson County,Joe Biden,DEM,1745,False,5819,0.2998797044165664
11331,Minnesota,Kanabec County,Joe Biden,DEM,2774,False,9242,0.3001514823631249
11341,Minnesota,Kandiyohi County,Joe Biden,DEM,8440,False,23367,0.36119313561860744
11351,Minnesota,Kittson County,Joe Biden,DEM,1006,False,2639,0.38120500189465706
11361,Minnesota,Koochiching County,Joe Biden,DEM,2659,False,6922,0.38413753250505633
11371,Minnesota,Lac qui Parle County,Joe Biden,DEM,1446,False,4040,0.3579207920792079
11380,Minnesota,Lake County,Joe Biden,DEM,3647,True,7202,0.5063871146903638
11391,Minnesota,Lake of the Woods County,Joe Biden,DEM,671,False,2408,0.27865448504983387
11401,Minnesota,Le Sueur County,Joe Biden,DEM,5672,False,16818,0.3372577000832441
11411,Minnesota,Lincoln County,Joe Biden,DEM,937,False,3115,0.30080256821829854
11421,Minnesota,Lyon County,Joe Biden,DEM,4634,False,12893,0.35941984022337703
11441,Minnesota,Mahnomen County,Joe Biden,DEM,1112,False,2304,0.4826388888888889
11451,Minnesota,Marshall County,Joe Biden,DEM,1295,False,5113,0.25327596323097984
11461,Minnesota,Martin County,Joe Biden,DEM,3305,False,11009,0.3002089199745663
11431,Minnesota,McLeod County,Joe Biden,DEM,6413,False,20933,0.3063583815028902
11471,Minnesota,Meeker County,Joe Biden,DEM,3867,False,13529,0.28583043831768795
11481,Minnesota,Mille Lacs County,Joe Biden,DEM,4404,False,14689,0.2998161889849547
11491,Minnesota,Morrison County,Joe Biden,DEM,4367,False,19558,0.2232845894263217
11501,Minnesota,Mower County,Joe Biden,DEM,8899,False,19345,0.46001550788317397
11511,Minnesota,Murray County,Joe Biden,DEM,1449,False,4896,0.2959558823529412
11520,Minnesota,Nicollet County,Joe Biden,DEM,9622,True,19125,0.5031111111111111
11531,Minnesota,Nobles County,Joe Biden,DEM,2933,False,8715,0.3365461847389558
11541,Minnesota,Norman County,Joe Biden,DEM,1404,False,3441,0.4080209241499564
11550,Minnesota,Olmsted County,Joe Biden,DEM,49491,True,91385,0.5415659025004104
11561,Minnesota,Otter Tail County,Joe Biden,DEM,11958,False,36399,0.3285255089425534
11571,Minnesota,Pennington County,Joe Biden,DEM,2568,False,7277,0.35289267555311254
11581,Minnesota,Pine County,Joe Biden,DEM,5419,False,16001,0.33866633335416535
11591,Minnesota,Pipestone County,Joe Biden,DEM,1306,False,4940,0.26437246963562755
11601,Minnesota,Polk County,Joe Biden,DEM,5439,False,15594,0.34878799538283956
11611,Minnesota,Pope County,Joe Biden,DEM,2477,False,7022,0.3527485046995158
11620,Minnesota,Ramsey County,Joe Biden,DEM,211620,True,295977,0.7149879889315723
11631,Minnesota,Red Lake County,Joe Biden,DEM,691,False,2196,0.3146630236794171
11641,Minnesota,Redwood County,Joe Biden,DEM,2355,False,8284,0.2842829550941574
11651,Minnesota,Renville County,Joe Biden,DEM,2496,False,8128,0.30708661417322836
11661,Minnesota,Rice County,Joe Biden,DEM,17402,False,35686,0.48764221263240487
11671,Minnesota,Rock County,Joe Biden,DEM,1556,False,5240,0.2969465648854962
11681,Minnesota,Roseau County,Joe Biden,DEM,2188,False,8421,0.2598266239163995
11701,Minnesota,Scott County,Joe Biden,DEM,40040,False,87965,0.45518103791280623
11711,Minnesota,Sherburne County,Joe Biden,DEM,18065,False,55612,0.3248399625980004
11721,Minnesota,Sibley County,Joe Biden,DEM,2417,False,8452,0.2859678182678656
11690,Minnesota,St. Louis County,Joe Biden,DEM,67704,True,119531,0.5664137336757828
11731,Minnesota,Stearns County,Joe Biden,DEM,31879,False,84835,0.37577650733777335
11741,Minnesota,Steele County,Joe Biden,DEM,7917,False,21128,0.3747160166603559
11751,Minnesota,Stevens County,Joe Biden,DEM,1922,False,5085,0.37797443461160274
11761,Minnesota,Swift County,Joe Biden,DEM,1784,False,5193,0.34353937993452727
11771,Minnesota,Todd County,Joe Biden,DEM,3286,False,13257,0.24786905031304216
11781,Minnesota,Traverse County,Joe Biden,DEM,661,False,1864,0.3546137339055794
11791,Minnesota,Wabasha County,Joe Biden,DEM,4696,False,13123,0.3578450049531357
11801,Minnesota,Wadena County,Joe Biden,DEM,2023,False,7677,0.2635143936433503
11811,Minnesota,Waseca County,Joe Biden,DEM,3496,False,10389,0.3365097699489845
11820,Minnesota,Washington County,Joe Biden,DEM,89165,True,166786,0.5346072212295996
11831,Minnesota,Watonwan County,Joe Biden,DEM,1987,False,5201,0.382041915016343
11841,Minnesota,Wilkin County,Joe Biden,DEM,1026,False,3430,0.2991253644314869
11850,Minnesota,Winona County,Joe Biden,DEM,13333,True,27173,0.4906708865417878
11861,Minnesota,Wright County,Joe Biden,DEM,28430,False,82426,0.3449154393031325
11871,Minnesota,Yellow Medicine County,Joe Biden,DEM,1688,False,5528,0.3053545586107091
11880,Mississippi,Adams County,Joe Biden,DEM,7917,True,13759,0.5754051893306199
11891,Mississippi,Alcorn County,Joe Biden,DEM,2782,False,15813,0.17593119585151457
11901,Mississippi,Amite County,Joe Biden,DEM,2620,False,7207,0.3635354516442348
11911,Mississippi,Attala County,Joe Biden,DEM,3542,False,8832,0.4010416666666667
11921,Mississippi,Benton County,Joe Biden,DEM,1679,False,4292,0.39119291705498604
11930,Mississippi,Bolivar County,Joe Biden,DEM,8904,True,13755,0.6473282442748092
11941,Mississippi,Calhoun County,Joe Biden,DEM,1902,False,6595,0.2884003032600455
11951,Mississippi,Carroll County,Joe Biden,DEM,1729,False,5705,0.3030674846625767
11961,Mississippi,Chickasaw County,Joe Biden,DEM,3810,False,8148,0.46759941089838
11971,Mississippi,Choctaw County,Joe Biden,DEM,1185,False,4225,0.2804733727810651
11980,Mississippi,Claiborne County,Joe Biden,DEM,3772,True,4453,0.8470693914215136
11991,Mississippi,Clarke County,Joe Biden,DEM,2838,False,8347,0.34000239607044447
12000,Mississippi,Clay County,Joe Biden,DEM,5844,True,10206,0.5726043503821282
12010,Mississippi,Coahoma County,Joe Biden,DEM,6020,True,8507,0.7076525214529211
12020,Mississippi,Copiah County,Joe Biden,DEM,6470,True,12897,0.5016670543537257
12031,Mississippi,Covington County,Joe Biden,DEM,3416,False,9371,0.3645288656493437
12041,Mississippi,DeSoto County,Joe Biden,DEM,28265,False,76248,0.37069824782289373
12051,Mississippi,Forrest County,Joe Biden,DEM,13755,False,31725,0.4335697399527187
12061,Mississippi,Franklin County,Joe Biden,DEM,1480,False,4464,0.33154121863799285
12071,Mississippi,George County,Joe Biden,DEM,1218,False,11064,0.11008676789587853
12081,Mississippi,Greene County,Joe Biden,DEM,966,False,5816,0.16609353507565336
12091,Mississippi,Grenada County,Joe Biden,DEM,4734,False,10919,0.4335561864639619
12101,Mississippi,Hancock County,Joe Biden,DEM,4504,False,20957,0.21491625709786707
12111,Mississippi,Harrison County,Joe Biden,DEM,27728,False,75865,0.36549133328939565
12120,Mississippi,Hinds County,Joe Biden,DEM,73550,True,100191,0.7340978730624507
12130,Mississippi,Holmes County,Joe Biden,DEM,6588,True,8115,0.811829944547135
12140,Mississippi,Humphreys County,Joe Biden,DEM,3016,True,4189,0.7199809023633326
12150,Mississippi,Issaquena County,Joe Biden,DEM,355,True,676,0.5251479289940828
12161,Mississippi,Itawamba County,Joe Biden,DEM,1249,False,10826,0.1153704045815629
12171,Mississippi,Jackson County,Joe Biden,DEM,17375,False,54623,0.3180894494992952
12180,Mississippi,Jasper County,Joe Biden,DEM,4341,True,8742,0.49656829100892247
12190,Mississippi,Jefferson County,Joe Biden,DEM,3327,True,3911,0.8506775760675019
12200,Mississippi,Jefferson Davis County,Joe Biden,DEM,3599,True,6213,0.5792692741026879
12211,Mississippi,Jones County,Joe Biden,DEM,8517,False,30091,0.283041440962414
12220,Mississippi,Kemper County,Joe Biden,DEM,2887,True,4732,0.6101014370245139
12231,Mississippi,Lafayette County,Joe Biden,DEM,10070,False,23481,0.4288573740471019
12241,Mississippi,Lamar County,Joe Biden,DEM,7340,False,28526,0.2573091215031901
12251,Mississippi,Lauderdale County,Joe Biden,DEM,12960,False,31266,0.41450777202072536
12261,Mississippi,Lawrence County,Joe Biden,DEM,2260,False,6617,0.3415445065739761
12271,Mississippi,Leake County,Joe Biden,DEM,3897,False,9204,0.42340286831812257
12281,Mississippi,Lee County,Joe Biden,DEM,12189,False,37003,0.32940572386022754
12290,Mississippi,Leflore County,Joe Biden,DEM,7648,True,10893,0.7021022675112457
12301,Mississippi,Lincoln County,Joe Biden,DEM,5040,False,16818,0.29967891544773456
12311,Mississippi,Lowndes County,Joe Biden,DEM,13087,False,27274,0.47983427440052795
12321,Mississippi,Madison County,Joe Biden,DEM,24440,False,56335,0.4338333185408716
12331,Mississippi,Marion County,Joe Biden,DEM,3787,False,12194,0.3105625717566016
12340,Mississippi,Marshall County,Joe Biden,DEM,8057,True,15830,0.5089703095388503
12351,Mississippi,Monroe County,Joe Biden,DEM,5874,False,17279,0.3399502286011922
12361,Mississippi,Montgomery County,Joe Biden,DEM,2121,False,5078,0.417684127609295
12371,Mississippi,Neshoba County,Joe Biden,DEM,3260,False,11720,0.2781569965870307
12381,Mississippi,Newton County,Joe Biden,DEM,3075,False,10189,0.3017960545686525
12390,Mississippi,Noxubee County,Joe Biden,DEM,4040,True,5341,0.7564126568058416
12400,Mississippi,Oktibbeha County,Joe Biden,DEM,10299,True,19812,0.5198364627498486
12411,Mississippi,Panola County,Joe Biden,DEM,7403,False,15635,0.4734889670610809
12421,Mississippi,Pearl River County,Joe Biden,DEM,4148,False,24056,0.17243099434652479
12431,Mississippi,Perry County,Joe Biden,DEM,1362,False,5922,0.22998986828774062
12440,Mississippi,Pike County,Joe Biden,DEM,8646,True,17360,0.49804147465437787
12451,Mississippi,Pontotoc County,Joe Biden,DEM,2614,False,14377,0.18181818181818182
12461,Mississippi,Prentiss County,Joe Biden,DEM,2153,False,10661,0.2019510364881343
12470,Mississippi,Quitman County,Joe Biden,DEM,2150,True,3229,0.6658408175905853
12481,Mississippi,Rankin County,Joe Biden,DEM,18847,False,70655,0.26674686858679497
12491,Mississippi,Scott County,Joe Biden,DEM,4330,False,10744,0.4030156366344006
12500,Mississippi,Sharkey County,Joe Biden,DEM,1465,True,2183,0.6710948236371965
12511,Mississippi,Simpson County,Joe Biden,DEM,4037,False,11820,0.3415397631133672
12521,Mississippi,Smith County,Joe Biden,DEM,1791,False,8327,0.21508346343220847
12531,Mississippi,Stone County,Joe Biden,DEM,1802,False,7878,0.22873825844122875
12540,Mississippi,Sunflower County,Joe Biden,DEM,6781,True,9683,0.7002994939584839
12550,Mississippi,Tallahatchie County,Joe Biden,DEM,3105,True,5691,0.5455983131259884
12561,Mississippi,Tate County,Joe Biden,DEM,4183,False,13101,0.3192886039233646
12571,Mississippi,Tippah County,Joe Biden,DEM,1937,False,10102,0.19174420906751138
12581,Mississippi,Tishomingo County,Joe Biden,DEM,1059,False,9147,0.11577566415218105
12590,Mississippi,Tunica County,Joe Biden,DEM,2580,True,3565,0.7237026647966339
12601,Mississippi,Union County,Joe Biden,DEM,2160,False,12683,0.1703067097689821
12611,Mississippi,Walthall County,Joe Biden,DEM,2835,False,7122,0.3980623420387532
12620,Mississippi,Warren County,Joe Biden,DEM,10442,True,21056,0.49591565349544076
12630,Mississippi,Washington County,Joe Biden,DEM,12503,True,18025,0.6936477115117892
12641,Mississippi,Wayne County,Joe Biden,DEM,3624,False,10066,0.36002384263858533
12651,Mississippi,Webster County,Joe Biden,DEM,1043,False,5402,0.19307663828211774
12660,Mississippi,Wilkinson County,Joe Biden,DEM,2749,True,4130,0.6656174334140436
12671,Mississippi,Winston County,Joe Biden,DEM,4040,False,9244,0.4370402423193423
12681,Mississippi,Yalobusha County,Joe Biden,DEM,2785,False,6538,0.42597124502906086
12690,Mississippi,Yazoo County,Joe Biden,DEM,5496,True,10441,0.5263863614596304
12701,Missouri,Adair County,Joe Biden,DEM,3710,False,10336,0.3589396284829721
12707,Missouri,Andrew County,Joe Biden,DEM,2351,False,9752,0.24107875307629203
12713,Missouri,Atchison County,Joe Biden,DEM,564,False,2814,0.20042643923240938
12718,Missouri,Audrain County,Joe Biden,DEM,2704,False,10656,0.25375375375375375
12724,Missouri,Barry County,Joe Biden,DEM,2948,False,15598,0.18899858956276447
12730,Missouri,Barton County,Joe Biden,DEM,844,False,6077,0.13888431792002634
12736,Missouri,Bates County,Joe Biden,DEM,1672,False,8416,0.19866920152091255
12742,Missouri,Benton County,Joe Biden,DEM,2180,False,10476,0.2080946926307751
12748,Missouri,Bollinger County,Joe Biden,DEM,750,False,5983,0.12535517299013874
12752,Missouri,Boone County,Joe Biden,DEM,50064,True,91168,0.5491400491400491
12759,Missouri,Buchanan County,Joe Biden,DEM,13445,False,36598,0.3673698016285043
12765,Missouri,Butler County,Joe Biden,DEM,3301,False,18141,0.18196350807562978
12771,Missouri,Caldwell County,Joe Biden,DEM,897,False,4682,0.19158479282357968
12777,Missouri,Callaway County,Joe Biden,DEM,5870,False,21144,0.27762012864169505
12783,Missouri,Camden County,Joe Biden,DEM,5652,False,24812,0.22779300338545866
12788,Missouri,Cape Girardeau County,Joe Biden,DEM,10760,False,40328,0.26681214044832374
12794,Missouri,Carroll County,Joe Biden,DEM,786,False,4532,0.1734333627537511
12800,Missouri,Carter County,Joe Biden,DEM,418,False,2897,0.144287193648602
12806,Missouri,Cass County,Joe Biden,DEM,19052,False,57408,0.3318701226309922
12812,Missouri,Cedar County,Joe Biden,DEM,1145,False,7044,0.16254968767745598
12818,Missouri,Chariton County,Joe Biden,DEM,916,False,4077,0.2246750061319598
12824,Missouri,Christian County,Joe Biden,DEM,11131,False,46839,0.23764384380537587
12830,Missouri,Clark County,Joe Biden,DEM,678,False,3394,0.19976428992339423
12835,Missouri,Clay County,Joe Biden,DEM,59400,False,126569,0.46930923053828344
12841,Missouri,Clinton County,Joe Biden,DEM,2896,False,10888,0.2659808963997061
12847,Missouri,Cole County,Joe Biden,DEM,12694,False,39529,0.3211313213084065
12853,Missouri,Cooper County,Joe Biden,DEM,2249,False,8693,0.25871390774186126
12859,Missouri,Crawford County,Joe Biden,DEM,2113,False,10973,0.19256356511437164
12864,Missouri,Dade County,Joe Biden,DEM,656,False,4119,0.15926195678562757
12870,Missouri,Dallas County,Joe Biden,DEM,1380,False,8104,0.1702862783810464
12876,Missouri,Daviess County,Joe Biden,DEM,746,False,3911,0.19074405522884172
12882,Missouri,DeKalb County,Joe Biden,DEM,930,False,4843,0.19202973363617593
12887,Missouri,Dent County,Joe Biden,DEM,1056,False,7142,0.1478577429291515
12892,Missouri,Douglas County,Joe Biden,DEM,1016,False,7000,0.14514285714285713
12898,Missouri,Dunklin County,Joe Biden,DEM,2200,False,10419,0.21115270179479798
12904,Missouri,Franklin County,Joe Biden,DEM,14569,False,53685,0.2713793424606501
12910,Missouri,Gasconade County,Joe Biden,DEM,1601,False,7923,0.20206992300896126
12916,Missouri,Gentry County,Joe Biden,DEM,613,False,3237,0.18937287611986406
12922,Missouri,Greene County,Joe Biden,DEM,55068,False,141800,0.38834978843441464
12928,Missouri,Grundy County,Joe Biden,DEM,799,False,4437,0.18007662835249041
12934,Missouri,Harrison County,Joe Biden,DEM,597,False,3826,0.1560376372190277
12940,Missouri,Henry County,Joe Biden,DEM,2619,False,10788,0.24276974416017796
12945,Missouri,Hickory County,Joe Biden,DEM,1056,False,5080,0.2078740157480315
12951,Missouri,Holt County,Joe Biden,DEM,338,False,2343,0.14425949637217242
12957,Missouri,Howard County,Joe Biden,DEM,1413,False,5092,0.2774941084053417
12963,Missouri,Howell County,Joe Biden,DEM,3218,False,18650,0.17254691689008042
12969,Missouri,Iron County,Joe Biden,DEM,945,False,4592,0.20579268292682926
12974,Missouri,Jackson County,Joe Biden,DEM,199842,True,333063,0.600012610226894
12981,Missouri,Jasper County,Joe Biden,DEM,13549,False,52352,0.25880577628361856
12987,Missouri,Jefferson County,Joe Biden,DEM,37523,False,116688,0.32156691347867816
12993,Missouri,Johnson County,Joe Biden,DEM,6974,False,23123,0.30160446308869954
12999,Missouri,Knox County,Joe Biden,DEM,340,False,1854,0.18338727076591155
13005,Missouri,Laclede County,Joe Biden,DEM,2780,False,16793,0.16554516762936938
13011,Missouri,Lafayette County,Joe Biden,DEM,4472,False,17055,0.26221049545587805
13017,Missouri,Lawrence County,Joe Biden,DEM,3214,False,17905,0.1795029321418598
13023,Missouri,Lewis County,Joe Biden,DEM,984,False,4609,0.2134953352137123
13028,Missouri,Lincoln County,Joe Biden,DEM,6607,False,29018,0.2276862636983941
13034,Missouri,Linn County,Joe Biden,DEM,1275,False,5726,0.22266852951449528
13040,Missouri,Livingston County,Joe Biden,DEM,1410,False,6758,0.20864160994377035
13052,Missouri,Macon County,Joe Biden,DEM,1662,False,7836,0.2120980091883614
13058,Missouri,Madison County,Joe Biden,DEM,1019,False,5676,0.17952783650458068
13063,Missouri,Maries County,Joe Biden,DEM,814,False,4771,0.17061412701739678
13069,Missouri,Marion County,Joe Biden,DEM,3202,False,13348,0.23988612526221156
13046,Missouri,McDonald County,Joe Biden,DEM,1439,False,9053,0.15895283331492324
13075,Missouri,Mercer County,Joe Biden,DEM,222,False,1779,0.12478920741989882
13080,Missouri,Miller County,Joe Biden,DEM,2038,False,12382,0.16459376514294943
13086,Missouri,Mississippi County,Joe Biden,DEM,1178,False,4756,0.24768713204373424
13092,Missouri,Moniteau County,Joe Biden,DEM,1308,False,7157,0.1827581388850077
13098,Missouri,Monroe County,Joe Biden,DEM,936,False,4483,0.20878875752844078
13103,Missouri,Montgomery County,Joe Biden,DEM,1208,False,5772,0.20928620928620928
13108,Missouri,Morgan County,Joe Biden,DEM,1924,False,9487,0.2028038368293454
13113,Missouri,New Madrid County,Joe Biden,DEM,1748,False,7250,0.24110344827586208
13119,Missouri,Newton County,Joe Biden,DEM,5818,False,28405,0.20482309452561168
13125,Missouri,Nodaway County,Joe Biden,DEM,2853,False,9893,0.2883857272819165
13131,Missouri,Oregon County,Joe Biden,DEM,823,False,4739,0.17366533023844694
13137,Missouri,Osage County,Joe Biden,DEM,1037,False,7539,0.1375513993898395
13142,Missouri,Ozark County,Joe Biden,DEM,752,False,4864,0.15460526315789475
13148,Missouri,Pemiscot County,Joe Biden,DEM,1560,False,5735,0.27201394943330426
13154,Missouri,Perry County,Joe Biden,DEM,1664,False,9447,0.17614057372710915
13160,Missouri,Pettis County,Joe Biden,DEM,4783,False,19097,0.2504581871498141
13166,Missouri,Phelps County,Joe Biden,DEM,5637,False,19568,0.28807236304170075
13172,Missouri,Pike County,Joe Biden,DEM,1717,False,7695,0.22313190383365822
13178,Missouri,Platte County,Joe Biden,DEM,27179,False,57270,0.4745765671381177
13184,Missouri,Polk County,Joe Biden,DEM,2885,False,15064,0.19151619755708976
13190,Missouri,Pulaski County,Joe Biden,DEM,3740,False,14414,0.2594699597613431
13195,Missouri,Putnam County,Joe Biden,DEM,361,False,2361,0.15290131300296483
13201,Missouri,Ralls County,Joe Biden,DEM,1205,False,5662,0.21282232426704345
13206,Missouri,Randolph County,Joe Biden,DEM,2485,False,10744,0.23129188384214444
13212,Missouri,Ray County,Joe Biden,DEM,3109,False,11649,0.26688986179071167
13218,Missouri,Reynolds County,Joe Biden,DEM,529,False,3298,0.16040024257125532
13224,Missouri,Ripley County,Joe Biden,DEM,833,False,5717,0.1457057897498688
13258,Missouri,Saline County,Joe Biden,DEM,2904,False,9519,0.30507406240151275
13264,Missouri,Schuyler County,Joe Biden,DEM,373,False,2003,0.18622066899650525
13270,Missouri,Scotland County,Joe Biden,DEM,388,False,1984,0.19556451612903225
13276,Missouri,Scott County,Joe Biden,DEM,3753,False,17719,0.21180653535752583
13282,Missouri,Shannon County,Joe Biden,DEM,706,False,3906,0.18074756784434204
13288,Missouri,Shelby County,Joe Biden,DEM,592,False,3350,0.17671641791044776
13230,Missouri,St. Charles County,Joe Biden,DEM,89530,False,222017,0.4032574082164879
